id,block,model,method,trial_id,task_trial_id,luminance,pupilDiameter,pupil_lum_base,adj_pupil,total_time,target_source,creation_method,IPA,discomfort,seq
131,3,A,4DoF,3.0,7.0,0.22419941425323486,2.8150906562805176,2.4388091564178467,0.3762816786766052,62.1256,2,bimanual,0.22543012873670568,1,0
131,3,A,6DoF,2.0,2.0,0.22758235037326813,3.031062126159668,2.437235116958618,0.5938265323638916,56.8609,1,unimanual,0.10578596326053497,1,1
131,3,B,4DoF,2.0,6.0,0.28217950463294983,2.851039171218872,2.3820111751556396,0.4690280556678772,78.2621,2,bimanual,0.16615456976191328,1,0
131,3,B,6DoF,0.0,0.0,0.24501927196979523,3.011364221572876,2.4163546562194824,0.595009446144104,111.0696,1,unimanual,0.13507781833114058,2,2
131,3,C,4DoF,0.0,4.0,0.21034114062786102,3.0353167057037354,2.4639647006988525,0.5713517069816589,66.445,2,bimanual,0.2408804179275251,1,0
131,3,C,6DoF,1.0,1.0,0.20760275423526764,3.049837827682495,2.4682962894439697,0.5815413594245911,80.0166,1,unimanual,0.08750590664869878,2,1
131,3,D,4DoF,1.0,5.0,0.220623180270195,2.976060152053833,2.447484254837036,0.5285757780075073,84.7146,2,bimanual,0.2125908087544895,0,0
131,3,D,6DoF,3.0,3.0,0.20888034999370575,3.1256279945373535,2.4659957885742188,0.6596320867538452,63.0348,1,unimanual,0.19043115199738475,0,1
132,0,A,4DoF,3.0,3.0,0.2249738723039627,4.084012508392334,3.3085882663726807,0.7754248976707458,159.5133,1,unimanual,0.18182958179196188,3,1
132,0,A,6DoF,1.0,5.0,0.25286829471588135,3.3797593116760254,3.2566094398498535,0.12314984202384949,46.5337,2,bimanual,0.2803778630893327,2,1
132,0,B,4DoF,2.0,2.0,0.2675778865814209,4.101216793060303,3.2316105365753174,0.8696057200431824,97.7192,1,unimanual,0.1842412331879875,4,1
132,0,B,6DoF,3.0,7.0,0.194115549325943,4.26383638381958,3.4861128330230713,0.7777234315872192,126.9825,2,bimanual,0.17328101296929618,3,2
132,0,C,4DoF,0.0,0.0,0.25142067670822144,3.9451634883880615,3.249884843826294,0.6952787041664124,56.185,1,unimanual,0.23147241382994257,3,2
132,0,C,6DoF,2.0,6.0,0.22008730471134186,3.994748592376709,3.315978765487671,0.6787693500518799,52.4061,2,bimanual,0.15274463007159905,2,1
132,0,D,4DoF,1.0,1.0,0.20993608236312866,4.30086612701416,3.3440284729003906,0.9568375945091248,78.44,1,unimanual,0.19128261368563337,2,1
132,0,D,6DoF,0.0,4.0,0.2271054983139038,4.119330883026123,3.300457715988159,0.8188732862472534,91.7007,2,bimanual,0.19633936167891972,2,1
133,1,A,4DoF,0.0,4.0,0.2329694628715515,3.4824001789093018,3.280208110809326,0.20219245553016663,40.0474,1,bimanual,0.14990293784774358,4,0
133,1,A,6DoF,1.0,1.0,0.2354663461446762,3.458576202392578,3.2745769023895264,0.1839994639158249,56.173,2,unimanual,0.12466474089324069,2,2
133,1,B,4DoF,1.0,5.0,0.24744220077991486,3.4882795810699463,3.2565550804138184,0.23172397911548615,39.5693,1,bimanual,0.10114112473987767,5,0
133,1,B,6DoF,3.0,3.0,0.27740004658699036,3.430454969406128,3.2042789459228516,0.22617579996585846,84.7256,2,unimanual,0.18889286350955858,4,2
133,1,C,4DoF,3.0,7.0,0.21764937043190002,3.409525156021118,3.314091920852661,0.09543334692716599,44.3788,1,bimanual,0.15781013637050212,5,0
133,1,C,6DoF,2.0,2.0,0.2121129035949707,3.5231902599334717,3.3275954723358154,0.1955944150686264,54.296699,2,unimanual,0.1474024011851153,2,2
133,1,D,4DoF,2.0,6.0,0.2104884386062622,3.454728603363037,3.32796573638916,0.12676288187503815,42.4348,1,bimanual,0.23577454295104847,5,0
133,1,D,6DoF,0.0,0.0,0.2225763350725174,3.6478469371795654,3.302170515060425,0.3456762731075287,60.8935,2,unimanual,0.11499861180247181,2,2
134,2,A,4DoF,0.0,0.0,0.20665539801120758,3.486302375793457,3.0743730068206787,0.4119293689727783,73.3543,2,unimanual,0.21864733824196608,1,0
134,2,A,6DoF,2.0,6.0,0.20574027299880981,3.305712938308716,3.0742907524108887,0.2314223349094391,75.9642,1,bimanual,0.1843524291724551,1,2
134,2,B,4DoF,1.0,1.0,0.25506600737571716,3.2239866256713867,2.9735679626464844,0.2504187822341919,93.2997,2,unimanual,0.17210648658591288,0,0
134,2,B,6DoF,0.0,4.0,0.22678235173225403,3.2967605590820312,3.0351390838623047,0.2616215944290161,113.8012,1,bimanual,0.21093745880127757,2,3
134,2,C,4DoF,3.0,3.0,0.21284723281860352,3.2578864097595215,3.0596981048583984,0.1981879323720932,67.0241,2,unimanual,0.11940049013901201,0,0
134,2,C,6DoF,1.0,5.0,0.21082620322704315,3.613952875137329,3.06288743019104,0.5510652661323547,84.671,1,bimanual,0.16538923174339154,1,2
134,2,D,4DoF,2.0,2.0,0.22410425543785095,3.112410306930542,3.031872272491455,0.08053816854953766,51.5196,2,unimanual,0.29127684116091296,0,0
134,2,D,6DoF,3.0,7.0,0.20054367184638977,3.3580281734466553,3.084848165512085,0.2731800079345703,57.3845,1,bimanual,0.2789341924506461,1,2
135,3,A,4DoF,3.0,7.0,0.23880425095558167,3.9586997032165527,3.4636363983154297,0.49506306648254395,46.3439,2,bimanual,0.1727018777011653,0,0
135,3,A,6DoF,2.0,2.0,0.2319345772266388,4.208913326263428,3.4896833896636963,0.7192299365997314,69.178,1,unimanual,0.17351772483559194,0,0
135,3,B,4DoF,2.0,6.0,0.24972239136695862,4.020714282989502,3.455925941467285,0.5647890567779541,58.7057,2,bimanual,0.1363249851320563,0,0
135,3,B,6DoF,0.0,0.0,0.26491570472717285,4.026549339294434,3.4139246940612793,0.61262446641922,74.7637,1,unimanual,0.13379376226721557,0,1
135,3,C,4DoF,0.0,4.0,0.21647895872592926,4.246092796325684,3.5217113494873047,0.7243813872337341,46.5223,2,bimanual,0.15053860562541266,0,0
135,3,C,6DoF,1.0,1.0,0.2126682549715042,4.190617084503174,3.5545177459716797,0.6360997557640076,48.5876,1,unimanual,0.18531139520949455,0,1
135,3,D,4DoF,1.0,5.0,0.24831338226795197,4.1667585372924805,3.441190004348755,0.7255685925483704,51.1867,2,bimanual,0.21499155669522796,0,0
135,3,D,6DoF,3.0,3.0,0.21831244230270386,4.227319240570068,3.515557050704956,0.7117622494697571,61.004,1,unimanual,0.13118625168082385,0,1
136,0,A,4DoF,3.0,3.0,0.21807517111301422,3.5427422523498535,3.0812628269195557,0.461479514837265,104.9155,1,unimanual,0.17160082597197568,8,1
136,0,A,6DoF,1.0,5.0,0.2319461852312088,3.420154571533203,3.051800489425659,0.3683541715145111,96.488,2,bimanual,0.15549842428263394,8,2
136,0,B,4DoF,2.0,2.0,0.24147124588489532,3.4291348457336426,3.0446441173553467,0.38449063897132874,116.744,1,unimanual,0.13707913492784926,8,0
136,0,B,6DoF,3.0,7.0,0.23879727721214294,3.300053596496582,3.0634658336639404,0.2365877479314804,172.9384,2,bimanual,0.11574395585062548,7,2
136,0,C,4DoF,0.0,0.0,0.2033349871635437,3.627169609069824,3.1166603565216064,0.5105094313621521,94.2557,1,unimanual,0.08489667014035542,8,1
136,0,C,6DoF,2.0,6.0,0.2084977626800537,3.518664836883545,3.1122472286224365,0.40641769766807556,92.5484,2,bimanual,0.17324154418850413,7,1
136,0,D,4DoF,1.0,1.0,0.21262754499912262,3.486405611038208,3.0893726348876953,0.3970334827899933,84.8817,1,unimanual,0.09427358666217296,7,1
136,0,D,6DoF,0.0,4.0,0.22365808486938477,3.5886361598968506,3.0629310607910156,0.5257049798965454,91.7668,2,bimanual,0.13079674839283495,8,1
137,1,A,4DoF,0.0,4.0,0.21704846620559692,2.619126558303833,2.2414824962615967,0.37764397263526917,44.5794,1,bimanual,0.1571056647813987,7,0
137,1,A,6DoF,1.0,1.0,0.2243579924106598,2.674234390258789,2.233644962310791,0.44058936834335327,135.7777,2,unimanual,0.10327766421333033,5,1
137,1,B,4DoF,1.0,5.0,0.23394791781902313,2.5487334728240967,2.2233517169952393,0.32538169622421265,59.1717,1,bimanual,0.1521575946927431,7,0
137,1,B,6DoF,3.0,3.0,0.28117769956588745,2.5414254665374756,2.1701202392578125,0.3713054955005646,122.9184,2,unimanual,0.0733318829916475,7,0
137,1,C,4DoF,3.0,7.0,0.23476126790046692,2.4487240314483643,2.20967698097229,0.23904742300510406,58.5383,1,bimanual,0.19570759861439022,7,0
137,1,C,6DoF,2.0,2.0,0.2244296818971634,2.6196393966674805,2.2197887897491455,0.3998507559299469,62.8032,2,unimanual,0.11792393232513987,6,0
137,1,D,4DoF,2.0,6.0,0.1959857940673828,2.7810280323028564,2.270536184310913,0.5104919075965881,62.547,1,bimanual,0.1439412719610399,8,0
137,1,D,6DoF,0.0,0.0,0.2109723687171936,2.8118135929107666,2.2432990074157715,0.568514347076416,86.8478,2,unimanual,0.11517592546735511,4,1
139,3,A,4DoF,3.0,7.0,0.23803609609603882,3.6142821311950684,3.592195510864258,0.022086739540100098,50.9758,2,bimanual,0.13737935149095848,1,0
139,3,A,6DoF,2.0,2.0,0.2230522334575653,3.7130796909332275,3.617133378982544,0.09594643115997314,41.847,1,unimanual,0.26300374182596326,1,0
139,3,B,4DoF,2.0,6.0,0.2688341736793518,3.6634960174560547,3.546557903289795,0.11693844199180603,61.4824,2,bimanual,0.17933593533472236,1,0
139,3,B,6DoF,0.0,0.0,0.25721243023872375,3.9418673515319824,3.5618221759796143,0.38004523515701294,54.484,1,unimanual,0.18360785768187735,1,1
139,3,C,4DoF,0.0,4.0,0.2292715311050415,3.6998424530029297,3.6062426567077637,0.09359976649284363,52.3642,2,bimanual,0.27285714564139946,1,0
139,3,C,6DoF,1.0,1.0,0.23464757204055786,3.7039248943328857,3.5982067584991455,0.10571815818548203,48.5214,1,unimanual,0.1722044755943207,1,0
139,3,D,4DoF,1.0,5.0,0.23179779946804047,3.6173653602600098,3.601738214492798,0.015627197921276093,44.1018,2,bimanual,0.2722452748429485,0,0
139,3,D,6DoF,3.0,3.0,0.21841327846050262,3.921783208847046,3.6250224113464355,0.29676100611686707,47.2888,1,unimanual,0.08534917414005372,1,0
140,0,A,4DoF,3.0,3.0,0.24646814167499542,3.393477439880371,3.1404404640197754,0.25303715467453003,60.2716,1,unimanual,0.14951730828973797,1,0
140,0,A,6DoF,1.0,5.0,0.22767731547355652,3.409865379333496,3.1791648864746094,0.23070038855075836,62.7257,2,bimanual,0.12758254989673787,1,0
140,0,B,4DoF,2.0,2.0,0.25006991624832153,3.299126386642456,3.1399121284484863,0.1592140942811966,44.3898,1,unimanual,0.24792810986370717,1,0
140,0,B,6DoF,3.0,7.0,0.2141765058040619,3.3010754585266113,3.237173557281494,0.06390157341957092,69.1785,2,bimanual,0.1301405517959396,1,0
140,0,C,4DoF,0.0,0.0,0.2191685289144516,3.3936407566070557,3.213005542755127,0.1806352138519287,43.1244,1,unimanual,0.18560882013113264,1,0
140,0,C,6DoF,2.0,6.0,0.22526173293590546,3.329343557357788,3.1796422004699707,0.14970164000988007,67.735399,2,bimanual,0.16245418053680769,2,1
140,0,D,4DoF,1.0,1.0,0.21997062861919403,3.2086262702941895,3.18761944770813,0.0210065096616745,38.259,1,unimanual,0.1577851177076978,1,0
140,0,D,6DoF,0.0,4.0,0.22959594428539276,3.2852671146392822,3.167904853820801,0.11736196279525757,57.4508,2,bimanual,0.22636765241072843,1,1
141,1,A,4DoF,0.0,4.0,0.23330329358577728,3.9830596446990967,3.330437660217285,0.6526226997375488,34.5395,1,bimanual,0.23177522438738912,1,0
141,1,A,6DoF,1.0,1.0,0.23120006918907166,4.073331356048584,3.339834451675415,0.7334967255592346,38.7036,2,unimanual,0.10340914085100553,1,1
141,1,B,4DoF,1.0,5.0,0.26219379901885986,3.95078182220459,3.3194615840911865,0.6313202977180481,37.1158,1,bimanual,0.18871688692623328,1,0
141,1,B,6DoF,3.0,3.0,0.27226075530052185,3.9538543224334717,3.29567813873291,0.6581764221191406,69.1651,2,unimanual,0.21693573929530593,1,1
141,1,C,4DoF,3.0,7.0,0.2022528350353241,4.256631851196289,3.4013900756835938,0.8552412390708923,42.2469,1,bimanual,0.21314942485180194,2,0
141,1,C,6DoF,2.0,2.0,0.21658135950565338,4.3522419929504395,3.3642053604125977,0.988036572933197,52.9754,2,unimanual,0.19260326794972416,1,1
141,1,D,4DoF,2.0,6.0,0.2171856015920639,4.113403797149658,3.3693203926086426,0.7440829873085022,51.3539,1,bimanual,0.1948132909419612,2,0
141,1,D,6DoF,0.0,0.0,0.21958309412002563,4.211083889007568,3.3573830127716064,0.8537009954452515,49.3196,2,unimanual,0.22313052121261298,0,0
142,2,A,4DoF,0.0,0.0,0.2246401607990265,4.283652305603027,4.056959629058838,0.22669269144535065,63.8022,2,unimanual,0.2665408175904397,4,2
142,2,A,6DoF,2.0,6.0,0.21615424752235413,4.387784004211426,4.073054313659668,0.3147294223308563,51.7404,1,bimanual,0.15467904098994587,8,2
142,2,B,4DoF,1.0,1.0,0.24291430413722992,4.055230617523193,4.0218353271484375,0.03339545801281929,73.6645,2,unimanual,0.17652706091948872,6,2
142,2,B,6DoF,0.0,4.0,0.2412661612033844,4.278474807739258,4.030460834503174,0.24801433086395264,63.9009,1,bimanual,0.15654278392556079,8,2
142,2,C,4DoF,3.0,3.0,0.21628861129283905,4.10727596282959,4.072612285614014,0.03466365486383438,53.5856,2,unimanual,0.2427057584741649,7,2
142,2,C,6DoF,1.0,5.0,0.23766957223415375,4.267001152038574,4.026106834411621,0.24089428782463074,55.25,1,bimanual,0.2025995776924358,8,2
142,2,D,4DoF,2.0,2.0,0.24939586222171783,4.071927070617676,4.0002055168151855,0.07172159850597382,46.9101,2,unimanual,0.2985800386447879,7,2
142,2,D,6DoF,3.0,7.0,0.1985786259174347,4.5214409828186035,4.1113433837890625,0.41009801626205444,43.3471,1,bimanual,0.06924744188408441,10,2
143,3,A,4DoF,3.0,7.0,0.2461199313402176,3.4914450645446777,3.2068283557891846,0.2846165597438812,52.153,2,bimanual,0.1726436539070218,6,0
143,3,A,6DoF,2.0,2.0,0.21991129219532013,4.0549468994140625,3.26548433303833,0.7894624471664429,55.7517,1,unimanual,0.17944075494314418,1,0
143,3,B,4DoF,2.0,6.0,0.22355850040912628,3.465660810470581,3.2792768478393555,0.18638446927070618,62.8483,2,bimanual,0.1591687570830097,5,0
143,3,B,6DoF,0.0,0.0,0.2505106031894684,3.91652512550354,3.200389862060547,0.716135561466217,50.5528,1,unimanual,0.13852800145652297,1,0
143,3,C,4DoF,0.0,4.0,0.2324390858411789,3.6888866424560547,3.237759828567505,0.45112690329551697,57.9834,2,bimanual,0.18977820104067464,2,0
143,3,C,6DoF,1.0,1.0,0.22827909886837006,3.6989917755126953,3.2516140937805176,0.4473775327205658,45.8007,1,unimanual,0.26379771990837425,1,0
143,3,D,4DoF,1.0,5.0,0.22977764904499054,3.7615091800689697,3.237122058868408,0.5243868827819824,64.9584,2,bimanual,0.16939912590051034,3,0
143,3,D,6DoF,3.0,3.0,0.2063528448343277,4.158756256103516,3.3003275394439697,0.8584288954734802,43.5341,1,unimanual,0.22981584856054843,1,0
145,1,A,4DoF,0.0,4.0,0.2654924988746643,3.5586891174316406,3.0556554794311523,0.5030338168144226,46.3898,1,bimanual,0.25881145154402596,0,0
145,1,A,6DoF,1.0,1.0,0.2359265834093094,3.8737151622772217,3.1194803714752197,0.7542350888252258,67.9897,2,unimanual,0.2354024720202093,0,0
145,1,B,4DoF,1.0,5.0,0.29479289054870605,3.6466164588928223,3.011615753173828,0.6350011825561523,42.9689,1,bimanual,0.2561362085787002,0,0
145,1,B,6DoF,3.0,3.0,0.21639983355998993,3.9595742225646973,3.2023489475250244,0.7572250962257385,50.1647,2,unimanual,0.27920259738187736,0,0
145,1,C,4DoF,3.0,7.0,0.21472054719924927,3.72796630859375,3.182640314102173,0.545325756072998,55.8854,1,bimanual,0.19695507454749572,0,0
145,1,C,6DoF,2.0,2.0,0.21209648251533508,4.000694751739502,3.17966890335083,0.8210259079933167,46.055,2,unimanual,0.23895900766841177,2,0
145,1,D,4DoF,2.0,6.0,0.22066879272460938,3.8370964527130127,3.1591713428497314,0.6779249906539917,49.4435,1,bimanual,0.2023414957892735,0,0
145,1,D,6DoF,0.0,0.0,0.22901314496994019,4.164926052093506,3.1365482807159424,1.0283775329589844,108.636399,2,unimanual,0.23937673663219028,1,2
146,2,A,4DoF,0.0,0.0,0.24877239763736725,3.947882652282715,3.163839340209961,0.7840433716773987,141.2114,2,unimanual,0.11332456012363709,3,1
146,2,A,6DoF,2.0,6.0,0.24252116680145264,3.8387959003448486,3.1786258220672607,0.6601700782775879,81.0511,1,bimanual,0.16083455815035308,2,1
146,2,B,4DoF,1.0,1.0,0.2729625105857849,3.8985917568206787,3.1334388256073,0.765152633190155,147.351,2,unimanual,0.08144980655670941,2,1
146,2,B,6DoF,0.0,4.0,0.24196475744247437,3.945467710494995,3.193763494491577,0.7517042756080627,143.5093,1,bimanual,0.14635543602420578,1,1
146,2,C,4DoF,3.0,3.0,0.2143794298171997,3.7638168334960938,3.232465982437134,0.5313510298728943,103.906,2,unimanual,0.16394217277383405,0,0
146,2,C,6DoF,1.0,5.0,0.2222372442483902,3.8641607761383057,3.219989538192749,0.644170880317688,162.9766,1,bimanual,0.12138643755721933,5,1
146,2,D,4DoF,2.0,2.0,0.23028118908405304,3.765164613723755,3.1986052989959717,0.5665593147277832,146.1304,2,unimanual,0.1368961936697831,1,0
146,2,D,6DoF,3.0,7.0,0.21828125417232513,3.8594894409179688,3.2238969802856445,0.6355926394462585,212.1094,1,bimanual,0.15092054457792003,2,1
147,3,A,4DoF,3.0,7.0,0.2541343569755554,2.8520586490631104,3.2063817977905273,-0.35432296991348267,32.495899,2,bimanual,0.21555573347457363,9,0
147,3,A,6DoF,2.0,2.0,0.2215704768896103,3.610151767730713,3.2919764518737793,0.31817519664764404,77.1746,1,unimanual,0.2592302158739623,5,1
147,3,B,4DoF,2.0,6.0,0.24879120290279388,3.050909996032715,3.2319445610046387,-0.18103459477424622,66.29,2,bimanual,0.2716243133940967,9,0
147,3,B,6DoF,0.0,0.0,0.2370871603488922,3.8961966037750244,3.2586586475372314,0.6375375986099243,131.0815,1,unimanual,0.26705570324159844,3,1
147,3,C,4DoF,0.0,4.0,0.22012022137641907,3.3254916667938232,3.2927918434143066,0.03269975259900093,48.8764,2,bimanual,0.28656872839220615,9,0
147,3,C,6DoF,1.0,1.0,0.23928964138031006,3.723414659500122,3.2527823448181152,0.4706326723098755,86.4585,1,unimanual,0.13882975769579622,3,1
147,3,D,4DoF,1.0,5.0,0.22564764320850372,3.2325541973114014,3.278958797454834,-0.0464046373963356,59.4161,2,bimanual,0.25331077178725947,8,0
147,3,D,6DoF,3.0,3.0,0.21800342202186584,3.392235279083252,3.2994472980499268,0.09278766810894012,73.9515,1,unimanual,0.2029522791540949,7,1
149,1,A,4DoF,0.0,4.0,0.20658305287361145,4.518403053283691,3.9028029441833496,0.6155999302864075,45.8454,1,bimanual,0.2400635513692352,1,0
149,1,A,6DoF,1.0,1.0,0.22755956649780273,4.809906005859375,3.8644449710845947,0.9454607963562012,50.3763,2,unimanual,0.11915802936451038,2,2
149,1,B,4DoF,1.0,5.0,0.2542913854122162,4.435152053833008,3.824558973312378,0.6105928421020508,46.121799,1,bimanual,0.2386163721200631,1,0
149,1,B,6DoF,3.0,3.0,0.2454163283109665,4.517929553985596,3.8475708961486816,0.6703585386276245,75.7743,2,unimanual,0.19801117575075938,1,2
149,1,C,4DoF,3.0,7.0,0.20977263152599335,4.52239990234375,3.9109835624694824,0.6114159822463989,44.9334,1,bimanual,0.24492176976017704,1,0
149,1,C,6DoF,2.0,2.0,0.21050480008125305,4.735389709472656,3.9068875312805176,0.8285019993782043,71.3219,2,unimanual,0.12622827120564828,2,2
149,1,D,4DoF,2.0,6.0,0.21691179275512695,4.532409191131592,3.873535394668579,0.6588739156723022,37.5156,1,bimanual,0.2400403267748982,1,0
149,1,D,6DoF,0.0,0.0,0.2233898639678955,4.741806983947754,3.8694097995758057,0.8723974823951721,50.2986,2,unimanual,0.19889968693189275,2,3
150,2,A,4DoF,0.0,0.0,0.20040281116962433,3.3442864418029785,3.024660348892212,0.31962597370147705,121.0423,2,unimanual,0.09089459284593449,5,0
150,2,A,6DoF,2.0,6.0,0.23998653888702393,3.1895158290863037,2.9401066303253174,0.24940942227840424,56.6953,1,bimanual,0.10587276211449081,5,1
150,2,B,4DoF,1.0,1.0,0.2348470836877823,3.2846949100494385,2.9666800498962402,0.31801506876945496,150.1718,2,unimanual,0.09324027953435805,3,0
150,2,B,6DoF,0.0,4.0,0.2517070174217224,3.1837193965911865,2.927807092666626,0.25591224431991577,50.6527,1,bimanual,0.17775600815307557,5,1
150,2,C,4DoF,3.0,3.0,0.18707269430160522,3.4490466117858887,3.052690029144287,0.3963565528392792,119.4989,2,unimanual,0.09206939353890477,3,0
150,2,C,6DoF,1.0,5.0,0.23078273236751556,3.147895097732544,2.9633498191833496,0.1845453828573227,50.0098,1,bimanual,0.14003276766763423,5,1
150,2,D,4DoF,2.0,2.0,0.2129794806241989,3.25071120262146,2.9927761554718018,0.25793522596359253,91.0677,2,unimanual,0.07688446571337251,3,0
150,2,D,6DoF,3.0,7.0,0.2263919711112976,3.2253732681274414,2.9651553630828857,0.2602180242538452,51.8534,1,bimanual,0.11576329493207588,5,1
151,3,A,4DoF,3.0,7.0,0.2289154827594757,2.6284828186035156,2.860217332839966,-0.23173443973064423,85.6579,2,bimanual,0.17515916129122663,0,0
151,3,A,6DoF,2.0,2.0,0.2305535078048706,2.7830801010131836,2.85807728767395,-0.07499731332063675,47.1105,1,unimanual,0.1274182930196012,2,1
151,3,B,4DoF,2.0,6.0,0.23591163754463196,2.8504204750061035,2.862766742706299,-0.01234634779393673,90.4346,2,bimanual,0.16590644646088368,0,0
151,3,B,6DoF,0.0,0.0,0.2633994519710541,2.7459261417388916,2.8301284313201904,-0.08420252799987793,163.843099,1,unimanual,0.11598052992114544,2,1
151,3,C,4DoF,0.0,4.0,0.2252676635980606,2.8100502490997314,2.864011287689209,-0.053960856050252914,56.2398,2,bimanual,0.19567104495453316,0,0
151,3,C,6DoF,1.0,1.0,0.22465448081493378,2.7961621284484863,2.8670334815979004,-0.07087147235870361,67.6787,1,unimanual,0.17334272535736178,2,1
151,3,D,4DoF,1.0,5.0,0.22340767085552216,2.685448169708252,2.8654263019561768,-0.1799778789281845,72.1988,2,bimanual,0.1801160224286013,0,0
151,3,D,6DoF,3.0,3.0,0.22176751494407654,2.766806125640869,2.868011236190796,-0.10120516270399094,47.5992,1,unimanual,0.14712620485852765,0,0
